user_id,signup_date,group,activated,weekly_usage,retained_4w,paid,revenue,,,,,,
5443,00:08.7,treatment,1,5,1,0,0,,,,,,
5444,00:08.7,treatment,0,1,1,0,0,,,,,,
5445,00:08.7,control,0,2,0,0,0,,,,,,
5446,00:08.7,control,0,1,0,0,0,,,,,,
5447,00:08.7,treatment,0,2,1,0,0,,,,,,
5448,00:08.7,treatment,1,6,0,0,0,,,,,,
5449,00:08.7,treatment,1,6,0,0,0,,,,,,
5450,00:08.7,treatment,1,1,0,1,10.41538878,,,,,,
5451,00:08.7,control,0,2,0,1,12.10922481,,,,,,
5452,00:08.7,control,1,2,0,0,0,,,,,,
5453,00:08.7,control,1,3,0,0,0,,,,,,
5454,00:08.7,control,0,1,0,0,0,,,,,,
5455,00:08.7,treatment,1,7,0,1,9.450414029,,,,,,
5456,00:08.7,control,1,1,0,0,0,,,,,,
5457,00:08.7,treatment,1,3,1,0,0,,,,,,
5458,00:08.7,control,0,0,1,1,12.21825687,,,,,,
5459,00:08.7,control,0,2,1,0,0,,,,,,
5460,00:08.7,control,1,7,0,0,0,,,,,,
5461,00:08.7,treatment,1,7,1,0,0,,,,,,
5462,00:08.7,control,0,0,1,0,0,,,,,,
5463,00:08.7,treatment,1,6,0,0,0,,,,,,
5464,00:08.7,treatment,1,6,1,1,7.45783598,,,,,,
5465,00:08.7,control,1,3,1,0,0,,,,,,
5466,00:08.7,treatment,1,6,1,0,0,,,,,,
5467,00:08.7,control,0,0,1,0,0,,,,,,
5468,00:08.7,treatment,1,5,0,0,0,,,,,,
5469,00:08.7,control,0,1,0,0,0,,,,,,
5470,00:08.7,treatment,0,2,1,0,0,,,,,,
5471,00:08.7,treatment,0,0,0,0,0,,,,,,
5472,00:08.7,control,0,2,0,0,0,,,,,,
5473,00:08.7,control,0,2,0,0,0,,,,,,
5474,00:08.7,control,0,0,0,0,0,,,,,,
5475,00:08.7,control,1,4,0,0,0,,,,,,
5476,00:08.7,treatment,0,0,0,0,0,,,,,,
5477,00:08.7,treatment,1,5,0,0,0,,,,,,
5478,00:08.7,treatment,0,1,0,0,0,,,,,,
5479,00:08.7,treatment,0,2,0,0,0,,,,,,
5480,00:08.7,control,1,6,1,0,0,,,,,,
5481,00:08.7,treatment,1,9,1,0,0,,,,,,
5482,00:08.7,control,0,1,1,0,0,,,,,,
5483,00:08.7,treatment,1,5,0,0,0,,,,,,
5484,00:08.7,control,1,9,0,1,10.21727026,,,,,,
5485,00:08.7,control,1,6,0,0,0,,,,,,
5486,00:08.7,control,1,3,0,0,0,,,,,,
5487,00:08.7,control,0,1,0,0,0,,,,,,
5488,00:08.7,control,0,0,0,0,0,,,,,,
5489,00:08.7,treatment,1,3,0,0,0,,,,,,
5490,00:08.7,control,1,6,0,0,0,,,,,,
5491,00:08.7,treatment,1,6,0,0,0,,,,,,
5492,00:08.7,treatment,1,3,0,0,0,,,,,,
5493,00:08.7,control,1,3,1,0,0,,,,,,
5494,00:08.7,treatment,1,7,1,1,13.69189618,,,,,,
5495,00:08.7,treatment,1,4,1,0,0,,,,,,
5496,00:08.7,treatment,1,4,0,0,0,,,,,,
5497,00:08.7,control,1,7,1,0,0,,,,,,
5498,00:08.7,control,1,4,0,1,10.90472744,,,,,,
5499,00:08.7,control,1,8,0,0,0,,,,,,
5500,00:08.7,control,0,2,0,0,0,,,,,,
5501,00:08.7,treatment,0,0,0,0,0,,,,,,
5502,00:08.7,treatment,0,0,1,0,0,,,,,,
5503,00:08.7,treatment,0,0,0,0,0,,,,,,
5504,00:08.7,treatment,0,0,0,0,0,,,,,,
5505,00:08.7,treatment,1,4,1,0,0,,,,,,
5506,00:08.7,treatment,1,7,1,0,0,,,,,,
5507,00:08.7,control,0,1,0,0,0,,,,,,
5508,00:08.7,treatment,0,0,0,1,10.39234518,,,,,,
5509,00:08.7,treatment,0,1,0,0,0,,,,,,
5510,00:08.7,treatment,0,2,1,0,0,,,,,,
5511,00:08.7,control,0,0,0,0,0,,,,,,
5512,00:08.7,treatment,1,4,0,0,0,,,,,,
5513,00:08.7,treatment,1,4,1,0,0,,,,,,
5514,00:08.7,control,1,5,0,0,0,,,,,,
5515,00:08.7,treatment,1,2,1,0,0,,,,,,
5516,00:08.7,control,1,0,1,1,12.97575456,,,,,,
5517,00:08.7,control,0,0,0,0,0,,,,,,
5518,00:08.7,treatment,1,5,1,0,0,,,,,,
5519,00:08.7,treatment,0,0,0,0,0,,,,,,
5520,00:08.7,control,0,0,0,0,0,,,,,,
5521,00:08.7,treatment,1,7,0,0,0,,,,,,
5522,00:08.7,treatment,1,5,0,0,0,,,,,,
5523,00:08.7,control,0,1,0,0,0,,,,,,
5524,00:08.7,control,1,8,0,0,0,,,,,,
5525,00:08.7,treatment,0,0,1,0,0,,,,,,
5526,00:08.7,control,0,0,0,0,0,,,,,,
5527,00:08.7,treatment,0,0,1,1,11.86446614,,,,,,
5528,00:08.7,treatment,1,4,0,0,0,,,,,,
5529,00:08.7,treatment,0,0,0,0,0,,,,,,
5530,00:08.7,treatment,0,2,0,0,0,,,,,,
5531,00:08.7,control,1,7,0,0,0,,,,,,
5532,00:08.7,treatment,1,8,0,0,0,,,,,,
5533,00:08.7,control,0,0,0,0,0,,,,,,
5534,00:08.7,treatment,1,5,1,0,0,,,,,,
5535,00:08.7,treatment,0,0,0,0,0,,,,,,
5536,00:08.7,control,1,7,0,0,0,,,,,,
5537,00:08.7,treatment,1,9,1,1,11.95951201,,,,,,
5538,00:08.7,control,1,2,0,0,0,,,,,,
5539,00:08.7,control,0,3,0,0,0,,,,,,
5540,00:08.7,treatment,1,3,1,0,0,,,,,,
5541,00:08.7,treatment,1,4,0,0,0,,,,,,
5542,00:08.7,treatment,1,2,1,0,0,,,,,,
5543,00:08.7,treatment,1,7,1,0,0,,,,,,
5544,00:08.7,control,1,2,0,0,0,,,,,,
5545,00:08.7,treatment,1,4,1,0,0,,,,,,
5546,00:08.7,treatment,1,4,0,0,0,,,,,,
5547,00:08.7,treatment,0,2,1,0,0,,,,,,
5548,00:08.7,treatment,1,6,0,1,10.14863031,,,,,,
5549,00:08.7,treatment,0,1,1,0,0,,,,,,
5550,00:08.7,control,0,0,0,0,0,,,,,,
5551,00:08.7,treatment,1,2,0,0,0,,,,,,
5552,00:08.7,control,1,2,0,0,0,,,,,,
5553,00:08.7,treatment,1,1,1,0,0,,,,,,
5554,00:08.7,treatment,1,4,0,1,10.66714453,,,,,,
5555,00:08.7,treatment,0,1,1,0,0,,,,,,
5556,00:08.7,control,1,2,0,0,0,,,,,,
5557,00:08.7,treatment,1,2,0,0,0,,,,,,
5558,00:08.7,control,0,2,0,0,0,,,,,,
5559,00:08.7,control,1,3,0,0,0,,,,,,
5560,00:08.7,treatment,0,1,0,0,0,,,,,,
5561,00:08.7,control,0,2,0,0,0,,,,,,
5562,00:08.7,treatment,1,7,1,1,9.331912034,,,,,,
5563,00:08.7,treatment,1,7,0,0,0,,,,,,
5564,00:08.7,control,0,2,1,0,0,,,,,,
5565,00:08.7,treatment,1,7,0,0,0,,,,,,
5566,00:08.7,treatment,1,2,0,0,0,,,,,,
5567,00:08.7,control,0,1,0,0,0,,,,,,
5568,00:08.7,control,0,2,1,0,0,,,,,,
5569,00:08.7,control,1,1,0,0,0,,,,,,
5570,00:08.7,control,0,2,1,0,0,,,,,,
5571,00:08.7,control,0,1,0,0,0,,,,,,
5572,00:08.7,control,0,1,0,0,0,,,,,,
5573,00:08.7,treatment,0,2,1,0,0,,,,,,
5574,00:08.7,control,1,6,0,0,0,,,,,,
5575,00:08.7,control,1,3,1,0,0,,,,,,
5576,00:08.7,treatment,1,5,0,0,0,,,,,,
5577,00:08.7,treatment,0,1,1,0,0,,,,,,
5578,00:08.7,control,0,4,0,0,0,,,,,,
5579,00:08.7,control,0,1,1,0,0,,,,,,
5580,00:08.7,treatment,0,0,0,0,0,,,,,,
5581,00:08.7,control,1,8,0,0,0,,,,,,
5582,00:08.7,control,1,5,0,0,0,,,,,,
5583,00:08.7,treatment,0,1,0,0,0,,,,,,
5584,00:08.7,control,1,8,0,0,0,,,,,,
5585,00:08.7,treatment,1,8,1,0,0,,,,,,
5586,00:08.7,control,0,1,1,0,0,,,,,,
5587,00:08.7,treatment,1,5,0,0,0,,,,,,
5588,00:08.7,treatment,0,0,0,0,0,,,,,,
5589,00:08.7,treatment,1,5,1,1,11.88486477,,,,,,
5590,00:08.7,control,1,5,1,0,0,,,,,,
5591,00:08.7,treatment,1,5,0,1,10.86945548,,,,,,
5592,00:08.7,control,0,2,1,0,0,,,,,,
5593,00:08.7,treatment,1,6,0,0,0,,,,,,
5594,00:08.7,treatment,1,2,1,0,0,,,,,,
5595,00:08.7,treatment,0,2,1,0,0,,,,,,
5596,00:08.7,control,0,3,1,0,0,,,,,,
5597,00:08.7,control,0,3,1,0,0,,,,,,
5598,00:08.7,treatment,1,4,0,0,0,,,,,,
5599,00:08.7,control,0,0,0,0,0,,,,,,
5600,00:08.7,control,0,4,0,0,0,,,,,,
5601,00:08.7,control,0,1,0,0,0,,,,,,
5602,00:08.7,treatment,0,2,0,0,0,,,,,,
5603,00:08.7,control,0,2,1,0,0,,,,,,
5604,00:08.7,treatment,1,4,0,1,10.81323635,,,,,,
5605,00:08.7,treatment,0,1,0,0,0,,,,,,
5606,00:08.7,treatment,1,7,0,0,0,,,,,,
5607,00:08.7,control,0,1,0,0,0,,,,,,
5608,00:08.7,treatment,1,6,0,0,0,,,,,,
5609,00:08.7,control,0,0,1,0,0,,,,,,
5610,00:08.7,control,1,4,0,0,0,,,,,,
5611,00:08.7,treatment,1,1,0,0,0,,,,,,
5612,00:08.7,treatment,0,1,0,0,0,,,,,,
5613,00:08.7,treatment,0,0,0,0,0,,,,,,
5614,00:08.7,control,0,2,0,0,0,,,,,,
5615,00:08.7,control,0,2,0,0,0,,,,,,
5616,00:08.7,treatment,1,3,0,1,7.993175653,,,,,,
5617,00:08.7,treatment,1,2,1,1,10.35365302,,,,,,
5618,00:08.7,control,1,4,1,0,0,,,,,,
5619,00:08.7,control,1,8,0,0,0,,,,,,
5620,00:08.7,treatment,1,7,0,0,0,,,,,,
5621,00:08.7,control,1,7,1,0,0,,,,,,
5622,00:08.7,control,0,0,0,0,0,,,,,,
5623,00:08.7,control,1,0,0,1,10.93460371,,,,,,
5624,00:08.7,control,1,5,0,1,7.592355795,,,,,,
5625,00:08.7,control,1,6,0,0,0,,,,,,
5626,00:08.7,control,0,0,0,0,0,,,,,,
5627,00:08.7,treatment,0,0,1,0,0,,,,,,
5628,00:08.7,control,0,2,0,0,0,,,,,,
5629,00:08.7,treatment,1,6,0,1,12.19255542,,,,,,
5630,00:08.7,treatment,1,9,0,0,0,,,,,,
5631,00:08.7,control,0,1,0,0,0,,,,,,
5632,00:08.7,treatment,0,2,0,0,0,,,,,,
5633,00:08.7,treatment,0,2,0,0,0,,,,,,
5634,00:08.7,treatment,1,6,0,0,0,,,,,,
5635,00:08.7,control,1,7,0,0,0,,,,,,
5636,00:08.7,treatment,1,4,1,0,0,,,,,,
5637,00:08.7,control,1,10,1,1,12.68761594,,,,,,
5638,00:08.7,treatment,0,1,0,0,0,,,,,,
5639,00:08.7,treatment,1,4,0,0,0,,,,,,
5640,00:08.7,treatment,0,1,1,0,0,,,,,,
5641,00:08.7,treatment,1,9,0,0,0,,,,,,
5642,00:08.7,control,0,1,0,0,0,,,,,,
5643,00:08.7,treatment,0,0,0,0,0,,,,,,
5644,00:08.7,treatment,0,2,1,0,0,,,,,,
5645,00:08.7,control,1,5,0,0,0,,,,,,
5646,00:08.7,control,1,7,0,0,0,,,,,,
5647,00:08.7,control,1,7,0,0,0,,,,,,
5648,00:08.7,treatment,1,2,1,1,8.196105559,,,,,,
5649,00:08.7,control,1,3,0,0,0,,,,,,
5650,00:08.7,control,0,0,0,1,9.918714322,,,,,,
5651,00:08.7,control,1,4,0,0,0,,,,,,
5652,00:08.7,control,1,1,1,0,0,,,,,,
5653,00:08.7,control,1,3,0,0,0,,,,,,
5654,00:08.7,control,0,1,1,0,0,,,,,,
5655,00:08.7,treatment,0,3,0,0,0,,,,,,
5656,00:08.7,control,1,8,1,1,9.374129496,,,,,,
5657,00:08.7,treatment,0,0,0,0,0,,,,,,
5658,00:08.7,control,0,0,0,0,0,,,,,,
5659,00:08.7,control,1,7,0,0,0,,,,,,
5660,00:08.7,control,1,5,0,0,0,,,,,,
5661,00:08.7,treatment,0,1,1,0,0,,,,,,
5662,00:08.7,control,1,9,1,0,0,,,,,,
5663,00:08.7,control,0,0,0,0,0,,,,,,
5664,00:08.7,control,0,0,0,0,0,,,,,,
5665,00:08.7,control,0,0,0,0,0,,,,,,
5666,00:08.7,treatment,1,0,1,0,0,,,,,,
5667,00:08.7,treatment,0,0,1,0,0,,,,,,
5668,00:08.7,treatment,1,4,0,0,0,,,,,,
5669,00:08.7,treatment,1,2,1,1,12.08564105,,,,,,
5670,00:08.7,treatment,1,4,0,0,0,,,,,,
5671,00:08.7,control,1,8,0,0,0,,,,,,
5672,00:08.7,control,0,0,1,0,0,,,,,,
5673,00:08.7,control,0,2,1,0,0,,,,,,
5674,00:08.7,treatment,1,5,0,1,14.22194578,,,,,,
5675,00:08.7,control,0,0,1,0,0,,,,,,
5676,00:08.7,treatment,0,0,1,0,0,,,,,,
5677,00:08.7,control,0,0,1,0,0,,,,,,
5678,00:08.7,treatment,1,2,0,0,0,,,,,,
5679,00:08.7,control,1,3,0,0,0,,,,,,
5680,00:08.7,control,1,7,0,0,0,,,,,,
5681,00:08.7,control,1,5,0,0,0,,,,,,
5682,00:08.7,control,1,5,1,0,0,,,,,,
5683,00:08.7,treatment,1,5,1,0,0,,,,,,
5684,00:08.7,control,1,8,0,0,0,,,,,,
5685,00:08.7,control,0,0,0,0,0,,,,,,
5686,00:08.7,control,0,2,0,0,0,,,,,,
5687,00:08.7,treatment,0,2,0,0,0,,,,,,
5688,00:08.7,control,1,3,1,0,0,,,,,,
5689,00:08.7,control,1,7,1,0,0,,,,,,
5690,00:08.7,control,1,7,1,1,10.01320384,,,,,,
5691,00:08.7,control,0,2,0,0,0,,,,,,
5692,00:08.7,control,1,3,0,0,0,,,,,,
5693,00:08.7,treatment,1,9,0,0,0,,,,,,
5694,00:08.7,treatment,1,6,1,0,0,,,,,,
5695,00:08.7,treatment,0,1,0,0,0,,,,,,
5696,00:08.7,control,0,1,0,0,0,,,,,,
5697,00:08.7,treatment,0,1,0,0,0,,,,,,
5698,00:08.7,control,1,3,1,0,0,,,,,,
5699,00:08.7,control,0,2,1,0,0,,,,,,
5700,00:08.7,control,1,5,0,0,0,,,,,,
5701,00:08.7,control,1,5,0,0,0,,,,,,
5702,00:08.7,treatment,1,6,0,0,0,,,,,,
5703,00:08.7,treatment,1,7,0,0,0,,,,,,
5704,00:08.7,treatment,0,2,1,0,0,,,,,,
5705,00:08.7,control,0,2,0,0,0,,,,,,
5706,00:08.7,treatment,0,1,0,0,0,,,,,,
5707,00:08.7,treatment,1,5,0,1,11.71976209,,,,,,
5708,00:08.7,control,1,0,1,0,0,,,,,,
5709,00:08.7,treatment,0,1,1,1,9.080222618,,,,,,
5710,00:08.7,control,0,0,0,0,0,,,,,,
5711,00:08.7,treatment,0,0,0,0,0,,,,,,
5712,00:08.7,treatment,0,1,1,0,0,,,,,,
5713,00:08.7,treatment,0,0,0,0,0,,,,,,
5714,00:08.7,control,1,6,1,1,8.097077921,,,,,,
5715,00:08.7,treatment,0,0,0,0,0,,,,,,
5716,00:08.7,treatment,0,1,0,0,0,,,,,,
5717,00:08.7,treatment,0,0,0,0,0,,,,,,
5718,00:08.7,treatment,0,0,0,0,0,,,,,,
5719,00:08.7,control,0,2,0,0,0,,,,,,
5720,00:08.7,control,1,4,1,1,10.00192974,,,,,,
5721,00:08.7,treatment,1,4,0,0,0,,,,,,
5722,00:08.7,treatment,1,7,0,0,0,,,,,,
5723,00:08.7,treatment,1,6,0,0,0,,,,,,
5724,00:08.7,control,0,1,0,0,0,,,,,,
5725,00:08.7,treatment,1,5,0,0,0,,,,,,
5726,00:08.7,treatment,1,4,0,0,0,,,,,,
5727,00:08.7,control,0,2,0,0,0,,,,,,
5728,00:08.7,control,1,3,1,0,0,,,,,,
5729,00:08.7,control,0,2,1,1,10.28706805,,,,,,
5730,00:08.7,treatment,1,6,1,1,12.40184067,,,,,,
5731,00:08.7,control,0,0,0,0,0,,,,,,
5732,00:08.7,control,0,1,1,0,0,,,,,,
5733,00:08.7,treatment,1,7,0,0,0,,,,,,
5734,00:08.7,control,1,5,0,0,0,,,,,,
5735,00:08.7,treatment,0,2,1,0,0,,,,,,
5736,00:08.7,treatment,0,1,1,0,0,,,,,,
5737,00:08.7,control,1,4,0,0,0,,,,,,
5738,00:08.7,treatment,1,2,0,0,0,,,,,,
5739,00:08.7,control,0,2,1,0,0,,,,,,
5740,00:08.7,control,0,0,0,0,0,,,,,,
5741,00:08.7,control,1,5,0,0,0,,,,,,
5742,00:08.7,treatment,1,6,1,1,9.437411695,,,,,,
5743,00:08.7,control,1,5,1,1,12.00164855,,,,,,
5744,00:08.7,treatment,1,4,0,0,0,,,,,,
5745,00:08.7,treatment,1,2,0,0,0,,,,,,
5746,00:08.7,treatment,0,2,1,0,0,,,,,,
5747,00:08.7,control,1,5,1,1,7.254027755,,,,,,
5748,00:08.7,treatment,0,0,1,0,0,,,,,,
5749,00:08.7,treatment,0,1,0,0,0,,,,,,
5750,00:08.7,control,1,4,1,0,0,,,,,,
5751,00:08.7,control,1,6,1,0,0,,,,,,
5752,00:08.7,treatment,0,0,1,0,0,,,,,,
5753,00:08.7,treatment,1,3,1,1,10.7135288,,,,,,
5754,00:08.7,control,1,4,0,0,0,,,,,,
5755,00:08.7,treatment,0,1,0,1,8.297759748,,,,,,
5756,00:08.7,treatment,1,3,0,0,0,,,,,,
5757,00:08.7,treatment,0,1,1,0,0,,,,,,
5758,00:08.7,treatment,0,1,1,0,0,,,,,,
5759,00:08.7,control,0,2,0,0,0,,,,,,
5760,00:08.7,treatment,1,6,0,0,0,,,,,,
5761,00:08.7,control,0,1,1,0,0,,,,,,
5762,00:08.7,treatment,0,0,1,0,0,,,,,,
5763,00:08.7,control,1,6,1,0,0,,,,,,
5764,00:08.7,treatment,1,7,0,1,11.47343976,,,,,,
5765,00:08.7,control,1,3,1,1,8.738155279,,,,,,
5766,00:08.7,treatment,1,5,1,1,13.95483119,,,,,,
5767,00:08.7,control,1,2,1,1,11.24726423,,,,,,
5768,00:08.7,treatment,1,2,0,0,0,,,,,,
5769,00:08.7,treatment,1,7,0,1,17.21293924,,,,,,
5770,00:08.7,control,1,0,0,1,8.855716712,,,,,,
5771,00:08.7,control,0,1,1,0,0,,,,,,
5772,00:08.7,control,0,1,0,0,0,,,,,,
5773,00:08.7,control,0,0,1,0,0,,,,,,
5774,00:08.7,control,0,0,1,0,0,,,,,,
5775,00:08.7,treatment,1,6,1,0,0,,,,,,
5776,00:08.7,control,1,5,0,0,0,,,,,,
5777,00:08.7,control,1,5,0,0,0,,,,,,
5778,00:08.7,treatment,0,1,1,0,0,,,,,,
5779,00:08.7,control,1,5,1,0,0,,,,,,
5780,00:08.7,control,0,2,0,0,0,,,,,,
5781,00:08.7,control,0,3,0,0,0,,,,,,
5782,00:08.7,treatment,1,9,1,1,8.748847951,,,,,,
5783,00:08.7,control,1,3,0,0,0,,,,,,
5784,00:08.7,treatment,0,1,0,0,0,,,,,,
5785,00:08.7,treatment,1,4,0,0,0,,,,,,
5786,00:08.7,control,0,1,0,0,0,,,,,,
5787,00:08.7,treatment,1,5,0,0,0,,,,,,
5788,00:08.7,control,1,10,0,0,0,,,,,,
5789,00:08.7,control,1,2,0,0,0,,,,,,
5790,00:08.7,control,0,0,0,0,0,,,,,,
5791,00:08.7,control,1,4,0,1,8.667285862,,,,,,
5792,00:08.7,control,0,0,0,0,0,,,,,,
5793,00:08.7,treatment,0,0,1,0,0,,,,,,
5794,00:08.7,treatment,0,1,0,0,0,,,,,,
5795,00:08.7,treatment,0,1,1,1,13.29193225,,,,,,
5796,00:08.7,treatment,1,6,0,0,0,,,,,,
5797,00:08.7,control,0,0,0,0,0,,,,,,
5798,00:08.7,control,0,0,0,0,0,,,,,,
5799,00:08.7,treatment,1,9,0,0,0,,,,,,
5800,00:08.7,control,1,2,1,1,10.94256854,,,,,,
5801,00:08.7,treatment,0,1,1,0,0,,,,,,
5802,00:08.7,treatment,1,8,1,1,12.95209348,,,,,,
5803,00:08.7,treatment,1,11,0,1,12.43917579,,,,,,
5804,00:08.7,treatment,1,4,0,0,0,,,,,,
5805,00:08.7,control,1,5,1,1,9.983957426,,,,,,
5806,00:08.7,control,1,5,0,0,0,,,,,,
5807,00:08.7,treatment,1,4,0,0,0,,,,,,
5808,00:08.7,treatment,1,2,0,0,0,,,,,,
5809,00:08.7,treatment,0,0,0,0,0,,,,,,
5810,00:08.7,treatment,0,1,1,0,0,,,,,,
5811,00:08.7,treatment,1,5,0,0,0,,,,,,
5812,00:08.7,control,1,9,1,0,0,,,,,,
5813,00:08.7,treatment,0,2,0,0,0,,,,,,
5814,00:08.7,treatment,0,2,0,0,0,,,,,,
5815,00:08.7,control,1,4,0,0,0,,,,,,
5816,00:08.7,control,0,0,0,0,0,,,,,,
5817,00:08.7,control,1,1,1,0,0,,,,,,
5818,00:08.7,control,0,0,0,0,0,,,,,,
5819,00:08.7,control,0,0,0,0,0,,,,,,
5820,00:08.7,control,0,1,0,0,0,,,,,,
5821,00:08.7,control,0,1,0,0,0,,,,,,
5822,00:08.7,control,0,1,0,1,8.714958198,,,,,,
5823,00:08.7,control,1,6,0,0,0,,,,,,
5824,00:08.7,treatment,0,2,1,0,0,,,,,,
5825,00:08.7,control,1,10,0,0,0,,,,,,
5826,00:08.7,treatment,1,5,0,0,0,,,,,,
5827,00:08.7,treatment,1,2,0,0,0,,,,,,
5828,00:08.7,treatment,0,1,1,0,0,,,,,,
5829,00:08.7,treatment,1,7,1,0,0,,,,,,
5830,00:08.7,treatment,0,1,0,0,0,,,,,,
5831,00:08.7,treatment,1,6,1,0,0,,,,,,
5832,00:08.7,treatment,0,1,0,0,0,,,,,,
5833,00:08.7,treatment,1,2,1,1,14.00573848,,,,,,
5834,00:08.7,control,1,6,0,0,0,,,,,,
5835,00:08.7,treatment,0,2,0,0,0,,,,,,
5836,00:08.7,treatment,0,0,0,0,0,,,,,,
5837,00:08.7,treatment,0,1,1,0,0,,,,,,
5838,00:08.7,treatment,1,3,0,0,0,,,,,,
5839,00:08.7,control,1,7,1,0,0,,,,,,
5840,00:08.7,treatment,1,2,0,0,0,,,,,,
5841,00:08.7,control,1,4,1,0,0,,,,,,
5842,00:08.7,control,0,1,0,1,9.037594689,,,,,,
5843,00:08.7,treatment,0,0,1,0,0,,,,,,
5844,00:08.7,treatment,0,0,0,0,0,,,,,,
5845,00:08.7,control,0,0,0,0,0,,,,,,
5846,00:08.7,treatment,1,7,0,1,12.2307403,,,,,,
5847,00:08.7,treatment,1,6,1,0,0,,,,,,
5848,00:08.7,control,1,9,0,1,7.384725715,,,,,,
5849,00:08.7,control,0,1,0,0,0,,,,,,
5850,00:08.7,treatment,0,2,0,0,0,,,,,,
5851,00:08.7,treatment,0,0,0,0,0,,,,,,
5852,00:08.7,treatment,0,1,0,0,0,,,,,,
5853,00:08.7,control,1,1,0,0,0,,,,,,
5854,00:08.7,treatment,1,5,0,0,0,,,,,,
5855,00:08.7,control,1,10,0,0,0,,,,,,
5856,00:08.7,control,1,6,0,1,9.231651844,,,,,,
5857,00:08.7,treatment,0,1,0,0,0,,,,,,
5858,00:08.7,control,1,3,1,1,6.838860397,,,,,,
5859,00:08.7,treatment,0,0,1,1,14.06460812,,,,,,
5860,00:08.7,treatment,1,6,1,0,0,,,,,,
5861,00:08.7,control,1,4,0,0,0,,,,,,
5862,00:08.7,treatment,0,3,0,0,0,,,,,,
5863,00:08.7,control,1,6,0,0,0,,,,,,
5864,00:08.7,control,1,4,1,0,0,,,,,,
5865,00:08.7,treatment,1,6,0,0,0,,,,,,
5866,00:08.7,treatment,0,0,0,0,0,,,,,,
5867,00:08.7,treatment,0,2,0,0,0,,,,,,
5868,00:08.7,treatment,1,4,1,1,10.84482842,,,,,,
5869,00:08.7,control,1,6,0,0,0,,,,,,
5870,00:08.7,control,0,1,1,0,0,,,,,,
5871,00:08.7,control,1,8,0,0,0,,,,,,
5872,00:08.7,treatment,1,3,1,0,0,,,,,,
5873,00:08.7,control,1,5,1,0,0,,,,,,
5874,00:08.7,control,0,1,1,0,0,,,,,,
5875,00:08.7,treatment,1,3,0,0,0,,,,,,
5876,00:08.7,treatment,1,5,0,0,0,,,,,,
5877,00:08.7,treatment,1,9,0,1,7.159325456,,,,,,
5878,00:08.7,control,1,5,1,1,9.945362934,,,,,,
5879,00:08.7,treatment,1,4,0,1,12.06667567,,,,,,
5880,00:08.7,control,1,12,1,0,0,,,,,,
5881,00:08.7,control,1,2,1,1,9.580229277,,,,,,
5882,00:08.7,control,1,3,0,0,0,,,,,,
5883,00:08.7,control,1,4,1,0,0,,,,,,
5884,00:08.7,control,0,0,1,0,0,,,,,,
5885,00:08.7,treatment,1,6,0,0,0,,,,,,
5886,00:08.7,control,1,4,1,0,0,,,,,,
5887,00:08.7,treatment,1,5,0,0,0,,,,,,
5888,00:08.7,control,1,0,0,0,0,,,,,,
5889,00:08.7,control,0,1,1,0,0,,,,,,
5890,00:08.7,treatment,0,0,0,0,0,,,,,,
5891,00:08.7,control,0,0,0,0,0,,,,,,
5892,00:08.7,control,1,3,1,0,0,,,,,,
5893,00:08.7,treatment,1,6,0,0,0,,,,,,
5894,00:08.7,treatment,1,5,0,1,12.96728813,,,,,,
5895,00:08.7,control,1,4,0,0,0,,,,,,
5896,00:08.7,control,0,0,0,0,0,,,,,,
5897,00:08.7,control,1,0,1,0,0,,,,,,
5898,00:08.7,treatment,0,1,0,0,0,,,,,,
5899,00:08.7,control,0,1,1,0,0,,,,,,
5900,00:08.7,treatment,0,1,0,0,0,,,,,,
5901,00:08.7,treatment,1,8,0,1,8.236004508,,,,,,
5902,00:08.7,control,1,3,0,0,0,,,,,,
5903,00:08.7,treatment,1,2,0,0,0,,,,,,
5904,00:08.7,control,1,3,1,0,0,,,,,,
5905,00:08.7,control,0,2,0,0,0,,,,,,
5906,00:08.7,treatment,1,7,0,0,0,,,,,,
5907,00:08.7,treatment,1,8,0,0,0,,,,,,
5908,00:08.7,treatment,1,3,0,0,0,,,,,,
5909,00:08.7,treatment,1,4,1,1,13.25840203,,,,,,
5910,00:08.7,treatment,0,1,0,0,0,,,,,,
5911,00:08.7,treatment,0,1,0,0,0,,,,,,
5912,00:08.7,control,0,1,1,0,0,,,,,,
5913,00:08.7,control,0,2,0,0,0,,,,,,
5914,00:08.7,control,0,1,1,0,0,,,,,,
5915,00:08.7,treatment,1,3,0,0,0,,,,,,
5916,00:08.7,treatment,1,8,0,0,0,,,,,,
5917,00:08.7,treatment,1,2,1,1,13.41591518,,,,,,
5918,00:08.7,control,1,3,1,0,0,,,,,,
5919,00:08.7,control,1,8,0,0,0,,,,,,
5920,00:08.7,treatment,1,5,0,0,0,,,,,,
5921,00:08.7,treatment,1,4,0,0,0,,,,,,
5922,00:08.7,treatment,0,1,0,0,0,,,,,,
5923,00:08.7,treatment,1,3,0,1,13.40093741,,,,,,
5924,00:08.7,control,1,5,1,0,0,,,,,,
5925,00:08.7,control,1,3,0,0,0,,,,,,
5926,00:08.7,control,1,1,0,0,0,,,,,,
5927,00:08.7,treatment,1,5,1,0,0,,,,,,
5928,00:08.7,control,1,4,1,0,0,,,,,,
5929,00:08.7,treatment,0,0,0,0,0,,,,,,
